,class,anno_key,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2031,1,Sitting,20.30380488,-7.597750397,-1.086141357,5.936954041,9.703243655
2032,1,Sitting,20.31378788,-7.663912811,-1.118025055,5.896238708,9.734021292
2033,1,Sitting,20.32376188,-7.685617676,-1.141077118,5.866750031,9.735991576
2034,1,Sitting,20.33373487,-7.717651062,-1.176553345,5.895041199,9.782531698
2035,1,Sitting,20.34370688,-7.697742462,-1.155746613,5.949078827,9.797067323
2036,1,Sitting,20.35367987,-7.661517792,-1.143472137,5.916296997,9.747253642
2037,1,Sitting,20.36365188,-7.629933472,-1.124012604,5.896837463,9.708345955
2038,1,Sitting,20.37362388,-7.608228607,-1.091530151,5.886958008,9.681572971
2039,1,Sitting,20.38359688,-7.623796234,-1.068777466,5.86330719,9.676927482
2040,1,Sitting,20.39356804,-7.653434601,-1.071471863,5.843099213,9.688391071
2041,1,Sitting,20.40354104,-7.634124756,-1.059796143,5.865851898,9.685620638
2042,1,Sitting,20.41351304,-7.669600983,-1.025966492,5.813161469,9.678235001
2043,1,Sitting,20.42348604,-7.720046082,-1.003812561,5.808072052,9.712901324
2044,1,Sitting,20.43345804,-7.724985809,-0.9734257507,5.841153259,9.733552016
2045,1,Sitting,20.44343104,-7.719597015,-0.9372010803,5.873635712,9.745261434
2046,1,Sitting,20.45340304,-7.728278961,-0.9265731812,5.8445961,9.733660007
2047,1,Sitting,20.46337504,-7.73666153,-0.9523196411,5.791606293,9.711104354
2048,1,Sitting,20.47334804,-7.768994293,-0.9590556335,5.791456604,9.737454987
2049,1,Sitting,20.48332004,-7.803722076,-0.9557624817,5.825735321,9.785231331
2050,1,Sitting,20.49329304,-7.828570404,-0.9638456726,5.869893494,9.832149443
2051,1,Sitting,20.50326504,-7.823630676,-0.9613009644,5.898484039,9.845070364
2052,1,Sitting,20.51323804,-7.790699158,-0.9473799133,5.876629486,9.804452875
2053,1,Sitting,20.52321004,-7.788453827,-0.9538165283,5.816604309,9.767428765
2054,1,Sitting,20.53318204,-7.775131531,-0.9424401855,5.809568939,9.7515104
2055,1,Sitting,20.54315504,-7.755222931,-0.9370513916,5.784421234,9.720137706
2056,1,Sitting,20.55312704,-7.757767639,-0.9139993286,5.783074036,9.719171715
2057,1,Sitting,20.56310004,-7.753726044,-0.9084608459,5.813311157,9.733455465
2058,1,Sitting,20.57307204,-7.734715576,-0.9071136475,5.808820496,9.715506974
2059,1,Sitting,20.58304504,-7.764054565,-0.9141490173,5.808521118,9.739359799
2060,1,Sitting,20.59301704,-7.795040131,-0.9021739197,5.822891235,9.771521415
2061,1,Sitting,20.60299004,-7.815846863,-0.9048683167,5.81181427,9.781790938
2062,1,Sitting,20.61296204,-7.850275269,-0.9285191345,5.805677032,9.807897602
2063,1,Sitting,20.62293404,-7.869435425,-0.9403445435,5.819149017,9.832332228
2064,1,Sitting,20.63290704,-7.876620483,-0.9449848938,5.849386139,9.856442811
2065,1,Sitting,20.64287904,-7.868986359,-0.9568103027,5.907615051,9.886169524
2066,1,Sitting,20.65285204,-7.837701416,-0.9663903809,5.917494507,9.86814142
2067,1,Sitting,20.66282404,-7.777825928,-0.9506730652,5.904920654,9.811546431
2068,1,Sitting,20.67279704,-7.744894409,-0.9345066833,5.88785614,9.773614586
2069,1,Sitting,20.68276904,-7.709567871,-0.952918396,5.846841431,9.722707696
2070,1,Sitting,20.69274104,-7.685467987,-0.9557624817,5.83052536,9.69406654
2071,1,Sitting,20.70271404,-7.676786041,-0.9358538818,5.863007812,9.704830087
2072,1,Sitting,20.71268604,-7.691605225,-0.9340576172,5.916296997,9.748631941
2073,1,Sitting,20.72265904,-7.70852005,-0.9267228699,5.895190887,9.748506154
2074,1,Sitting,20.73263104,-7.703730011,-0.9627978516,5.863007812,9.728786995
2075,1,Sitting,20.74260404,-7.714208221,-0.9589059448,5.839506683,9.722568971
2076,1,Sitting,20.75257604,-7.721542969,-0.9375004578,5.838458862,9.725674003
2077,1,Sitting,20.76254904,-7.724836121,-0.927171936,5.830824738,9.722718653
2078,1,Sitting,20.77252104,-7.74474472,-0.9201365662,5.794001312,9.715872235
2079,1,Sitting,20.78249304,-7.752827911,-0.9026229858,5.823939056,9.738548917
2080,1,Sitting,20.79246604,-7.793393555,-0.8828640747,5.820496216,9.767016344
2081,1,Sitting,20.80243804,-7.795040131,-0.8635542297,5.800737305,9.754841353
2082,1,Sitting,20.81241104,-7.797734528,-0.8475375366,5.812862091,9.762804378
2083,1,Sitting,20.82238304,-7.782915344,-0.8446934509,5.789510651,9.736822472
2084,1,Sitting,20.83235604,-7.751031647,-0.8340655518,5.780379639,9.704995914
2085,1,Sitting,20.84232804,-7.745792542,-0.8202941895,5.769452362,9.693129794
2086,1,Sitting,20.85230104,-7.775730286,-0.7759863281,5.761668549,9.708808409
2087,1,Sitting,20.86227304,-7.779322815,-0.7849676514,5.765261078,9.714539257
2088,1,Sitting,20.87224504,-7.766000519,-0.7876620483,5.782475281,9.714329412
2089,1,Sitting,20.88221804,-7.809859314,-0.7607180786,5.791456604,9.75261832
2090,1,Sitting,20.89219004,-7.855813751,-0.7467970276,5.791157227,9.788208085
2091,1,Sitting,20.90216304,-7.898624725,-0.7575746155,5.779930573,9.816811563
2092,1,Sitting,20.91213504,-7.920778656,-0.7502398682,5.756579132,9.820376657
2093,1,Sitting,20.92210804,-7.872429199,-0.7261399841,5.728138275,9.762888347
2094,1,Sitting,20.93208004,-7.813302155,-0.6791377258,5.712870026,9.702875993
2095,1,Sitting,20.94205304,-7.794890442,-0.6460565186,5.65733551,9.653142033
2096,1,Sitting,20.95202504,-7.788902893,-0.6262976074,5.628894653,9.630353679
2097,1,Sitting,20.96199704,-7.805817719,-0.5864804077,5.655090179,9.656852202
2098,1,Sitting,20.97197004,-7.826175385,-0.5445675659,5.599855042,9.63866959
2099,1,Sitting,20.98194204,-7.858508148,-0.5370831299,5.57306076,9.649021445
2100,1,Sitting,20.99191504,-7.898774414,-0.506995697,5.591622162,9.690919476
2101,1,Sitting,21.00188704,-7.920179901,-0.4914280701,5.578449554,9.699992301
2102,1,Sitting,21.01186004,-7.913144531,-0.4596940613,5.515131226,9.656388944
2103,1,Sitting,21.02183204,-7.955057373,-0.4170327759,5.519172821,9.691136299
2104,1,Sitting,21.03180504,-8.005801849,-0.3930825806,5.581892395,9.767543185
2105,1,Sitting,21.04177704,-8.063731384,-0.3833528137,5.619763641,9.83628317
2106,1,Sitting,21.05174904,-8.066725159,-0.3775149536,5.56842041,9.80927511
2107,1,Sitting,21.06172204,-8.066874847,-0.3240760803,5.552553406,9.798486844
2108,1,Sitting,21.07169404,-8.13558197,-0.3013233948,5.50525177,9.827832255
2109,1,Sitting,21.08166704,-8.14261734,-0.3149450684,5.472320251,9.815686246
2110,1,Sitting,21.09163904,-8.116721191,-0.2877017212,5.494174805,9.80560513
2111,1,Sitting,21.10161204,-8.123307495,-0.2398013306,5.463937683,9.792867013
2112,1,Sitting,21.11158404,-8.076305237,-0.2198927307,5.472619629,9.758310545
2113,1,Sitting,21.12155704,-8.051606598,-0.1933978271,5.476361847,9.739420445
2114,1,Sitting,21.13152904,-8.038583679,-0.1887574768,5.460644531,9.719727139
2115,1,Sitting,21.14150104,-8.04666687,-0.1963916016,5.386548615,9.685159955
2116,1,Sitting,21.15147404,-8.070018311,-0.1645079041,5.442532196,9.735163845
2117,1,Sitting,21.16144604,-8.097860413,-0.1501377869,5.464386749,9.770230661
2118,1,Sitting,21.17141904,-8.136180725,-0.167202301,5.425916748,9.780898014
2119,1,Sitting,21.18139104,-8.210426331,-0.1663041687,5.484594727,9.87519807
2120,1,Sitting,21.19136404,-8.275091858,-0.129181366,5.524711304,9.950691839
2121,1,Sitting,21.20133604,-8.317902832,-0.09610015869,5.485043793,9.964057817
2122,1,Sitting,21.21130904,-8.307274933,-0.1281335449,5.508245544,9.968350114
2123,1,Sitting,21.22128104,-8.306077423,-0.1001417542,5.485642548,9.954557986
2124,1,Sitting,21.23125304,-8.247998199,-0.08637039185,5.419180756,9.869369494
2125,1,Sitting,21.24122604,-8.203091583,-0.113613739,5.338049469,9.787665285
2126,1,Sitting,21.25119804,-8.200995941,-0.1112187195,5.370232544,9.803473956
2127,1,Sitting,21.26117104,-8.176746368,-0.1130149841,5.429958344,9.816129643
2128,1,Sitting,21.27114304,-8.184380493,-0.1059796143,5.503904572,9.863482208
2129,1,Sitting,21.28111604,-8.242310028,-0.1083746338,5.505102081,9.912293811
2130,1,Sitting,21.29108804,-8.314310303,-0.1184037781,5.486091614,9.961876152
2131,1,Sitting,21.30106104,-8.355025635,-0.1252894592,5.454656982,9.9787491
2132,1,Sitting,21.31103304,-8.363108826,-0.07469467163,5.4292099,9.971132767
2133,1,Sitting,21.32100504,-8.320896606,0.04086502075,5.363047485,9.899559011
2134,1,Sitting,21.33097804,-8.215066681,0.1531315613,5.271887054,9.762354376
2135,1,Sitting,21.34095004,-8.120014343,0.2471360779,5.194947052,9.642778855
2136,1,Sitting,21.35092304,-8.09112442,0.2897973633,5.132227478,9.585929052
2137,1,Sitting,21.36089504,-8.057893524,0.2498304749,5.132975922,9.557170351
2138,1,Sitting,21.37086804,-8.03379364,0.1498384094,5.202880554,9.572578433
2139,1,Sitting,21.38084004,-8.087232513,0.1112187195,5.33909729,9.691318755
2140,1,Sitting,21.39081304,-8.158035278,0.09116043091,5.492827606,9.835293841
2141,1,Sitting,21.40078575,-8.210426331,0.06691085815,5.577252045,9.925790546
2142,1,Sitting,21.41075775,-8.24560318,0.05194198608,5.516478424,9.920897337
2143,1,Sitting,21.42073075,-8.303383026,0.07080276489,5.284460907,9.842596699
2144,1,Sitting,21.43070275,-8.318501587,0.1682501221,5.055287476,9.735589772
2145,1,Sitting,21.44067575,-8.290360107,0.2555186462,5.03133728,9.7010162
2146,1,Sitting,21.45064775,-8.294850769,0.3565585327,5.209616547,9.801621694
2147,1,Sitting,21.46062075,-8.279432831,0.4165837097,5.389243011,9.887693878
2148,1,Sitting,21.47059275,-8.264613647,0.4204756165,5.420827332,9.892724976
2149,1,Sitting,21.48056575,-8.220754852,0.4037104797,5.368885345,9.826938605
2150,1,Sitting,21.49053775,-8.168962555,0.3867956543,5.337151337,9.765589818
2151,1,Sitting,21.50050975,-8.126001892,0.4011657715,5.289550323,9.704235331
2152,1,Sitting,21.51048275,-8.101153564,0.3920347595,5.285808105,9.68101997
2153,1,Sitting,21.52045475,-8.05130722,0.3748205566,5.276976471,9.633821624
2154,1,Sitting,21.53042775,-8.046966248,0.3829037476,5.282065887,9.633301672
2155,1,Sitting,21.54039975,-8.109685822,0.4007167053,5.233117676,9.659870528
2156,1,Sitting,21.55037275,-8.143665161,0.3992198181,5.347030792,9.750353687
2157,1,Sitting,21.56034475,-8.178392944,0.4120930481,5.300028534,9.754293121
2158,1,Sitting,21.57031775,-8.209677887,0.3811074829,5.290598145,9.774174269
2159,1,Sitting,21.58028975,-8.239915009,0.3860472107,5.328170013,9.820113415
2160,1,Sitting,21.59026175,-8.215066681,0.4236190796,5.43040741,9.856779308
2161,1,Sitting,21.60023475,-8.188721466,0.4120930481,5.427862701,9.832938189
2162,1,Sitting,21.61020675,-8.16013092,0.3561094666,5.392685852,9.787523246
2163,1,Sitting,21.62017975,-8.135432281,0.3471281433,5.363496552,9.750530837
2164,1,Sitting,21.63015175,-8.110284576,0.3613485718,5.36604126,9.731479204
2165,1,Sitting,21.64012475,-8.125702515,0.3426374817,5.368585968,9.745058086
2166,1,Sitting,21.65009675,-8.159681854,0.3493734741,5.389991455,9.785421691
2167,1,Sitting,21.66006975,-8.217162323,0.3260220337,5.393583984,9.83457143
2168,1,Sitting,21.67004175,-8.296647034,0.3153941345,5.375920715,9.891124759
2169,1,Sitting,21.68001375,-8.330326996,0.3478765869,5.286556549,9.872337419
2170,1,Sitting,21.68998675,-8.274044037,0.3620970154,5.17533783,9.766014572
2171,1,Sitting,21.69995875,-8.159382477,0.342487793,5.1717453,9.666424869
2172,1,Sitting,21.70993175,-8.06418045,0.338745575,5.237159271,9.621517143
2173,1,Sitting,21.71990375,-8.002808075,0.3460803223,5.213358765,9.557395999
2174,1,Sitting,21.72987675,-7.994874573,0.3641926575,5.209466858,9.549303675
2175,1,Sitting,21.73984875,-8.060288544,0.3855981445,5.26889328,9.637332293
2176,1,Sitting,21.74982175,-8.169710999,0.4044589233,5.270539856,9.730691404
2177,1,Sitting,21.75979375,-8.260572052,0.4284091187,5.264402618,9.804821259
2178,1,Sitting,21.76976675,-8.345894623,0.4661306763,5.220693512,9.85529683
2179,1,Sitting,21.77973875,-8.435258789,0.5072950745,5.159919891,9.901298522
2180,1,Sitting,21.78971075,-8.405620422,0.539178772,5.159171448,9.877358881
2181,1,Sitting,21.79968375,-8.431366882,0.4567002869,5.042114868,9.834604466
2182,1,Sitting,21.80965575,-8.453969879,0.5754034424,5.043611755,9.860969292
2183,1,Sitting,21.81962875,-8.503217468,0.7375163269,5.075345764,9.930144625
2184,1,Sitting,21.82960075,-8.463400269,0.6740483093,5.13088028,9.920152099
2185,1,Sitting,21.83957375,-8.429121552,0.6216572571,5.215604095,9.931720594
2186,1,Sitting,21.84954575,-8.352929993,0.6062393188,5.285209351,9.903151188
2187,1,Sitting,21.85951875,-8.251890106,0.5839356995,5.28296402,9.81551731
2188,1,Sitting,21.86949075,-8.104746094,0.4438270569,5.045857086,9.557435087
2189,1,Sitting,21.87946275,-7.884553986,0.4294569397,4.978197784,9.334510057
2190,1,Sitting,21.88943575,-7.77752655,0.6536906433,5.153333588,9.352757762
2191,1,Sitting,21.89940775,-7.835306396,0.899329834,5.278922424,9.490407917
2192,1,Sitting,21.90938075,-7.995024261,0.9304650879,5.143304443,9.551950524
2193,1,Sitting,21.91935275,-8.172106018,0.8120613098,5.000351715,9.614898731
2194,1,Sitting,21.92932575,-8.344697113,0.6524931335,4.968018951,9.733495235
2195,1,Sitting,21.93929775,-8.458759918,0.5661227417,5.003644867,9.844164579
2196,1,Sitting,21.94926975,-8.478219452,0.5893244934,5.123096466,9.92338782
2197,1,Sitting,21.95924275,-8.366551666,0.6939569092,5.203030243,9.876856113
2198,1,Sitting,21.96921475,-8.333470459,0.7744894409,5.087171173,9.794175531
2199,1,Sitting,21.97918775,-8.35322937,0.7902067566,5.165308685,9.852983378
2200,1,Sitting,21.98915975,-8.479716339,0.6911128235,5.279521179,10.01282028
2201,1,Sitting,21.99913275,-8.609047394,0.5674699402,5.306016083,10.1287475
2202,1,Sitting,22.00910475,-8.676407318,0.5037025452,5.284909973,10.17172717
2203,1,Sitting,22.01907775,-8.638087006,0.4716691589,5.253026276,10.12093395
2204,1,Sitting,22.02904975,-8.535699921,0.4348457336,5.190157013,9.99924966
2205,1,Sitting,22.03902175,-8.419092407,0.3580554199,5.073250122,9.836014815
2206,1,Sitting,22.04899475,-8.337661743,0.3005749512,4.997208252,9.725175523
2207,1,Sitting,22.05896675,-8.33212326,0.3614982605,4.94361969,9.695067543
2208,1,Sitting,22.06893975,-8.315058746,0.5566923523,4.850363617,9.642413367
2209,1,Sitting,22.07891175,-8.225395203,0.749790802,4.738097076,9.522020604
2210,1,Sitting,22.08888475,-8.169710999,0.8786727905,4.712500305,9.472270203
2211,1,Sitting,22.09885675,-8.130642242,0.8425978088,4.852010193,9.505751798
2212,1,Sitting,22.10882975,-8.242160339,0.7949967957,4.960684204,9.652648069
2213,1,Sitting,22.11880175,-8.354875946,0.7261399841,5.024750977,9.77646939
2214,1,Sitting,22.12877375,-8.44334198,0.6875202942,5.105732574,9.890966235
2215,1,Sitting,22.13874675,-8.491392059,0.6580316162,5.135670319,9.945443898
2216,1,Sitting,22.14871875,-8.521329803,0.6045927429,5.137616272,9.968635562
2217,1,Sitting,22.15869175,-8.51594101,0.5129832458,5.037923584,9.907829082
2218,1,Sitting,22.16866375,-8.385262756,0.4478686523,4.876110077,9.710286675
2219,1,Sitting,22.17863675,-8.198301544,0.4712200928,4.80904953,9.516362434
2220,1,Sitting,22.18860875,-8.034542084,0.569715271,4.788093109,9.370393674
2221,1,Sitting,22.19858175,-7.958200836,0.6601272583,4.769831085,9.301613684
2222,1,Sitting,22.20855375,-7.942333832,0.6581813049,4.925657043,9.368882892
2223,1,Sitting,22.21852575,-8.003706207,0.6393205261,5.160967712,9.544822236
2224,1,Sitting,22.22849875,-8.115823059,0.6553372192,5.310207367,9.720820597
2225,1,Sitting,22.23847075,-8.235424347,0.6762936401,5.315596161,9.825230267
2226,1,Sitting,22.24844375,-8.354576569,0.7116201782,5.215604095,9.87460779
2227,1,Sitting,22.25841575,-8.435857544,0.7315287781,5.056035919,9.862166398
2228,1,Sitting,22.26838875,-8.471932526,0.7711962891,4.835394745,9.785163605
2229,1,Sitting,22.27836075,-8.526568909,0.8316705322,4.730313263,9.786210543
2230,1,Sitting,22.28833375,-8.561895447,0.8849597168,4.686304779,9.800543853
2231,1,Sitting,22.29830575,-8.53345459,0.8851094055,4.557422791,9.714595637
2232,1,Sitting,22.30827775,-8.450527039,0.9142987061,4.415817261,9.578454543
2233,1,Sitting,22.31825075,-8.346194,0.955612793,4.405189362,9.485665154
2234,1,Sitting,22.32822275,-8.249495087,1.046922913,4.468956757,9.440433849
2235,1,Sitting,22.33819575,-8.201594696,1.174906769,4.57972641,9.466808093
2236,1,Sitting,22.34816775,-8.263416138,1.311273193,4.629123688,9.562022264
2237,1,Sitting,22.35814075,-8.296497345,1.285826111,4.573589172,9.560488215
2238,1,Sitting,22.36811275,-8.306825867,1.182840271,4.529580688,9.535175316
2239,1,Sitting,22.37808575,-8.362959137,1.159638519,4.409530334,9.525114424
2240,1,Sitting,22.38805775,-8.38017334,1.091230774,4.261188812,9.464450322
2241,1,Sitting,22.39803313,-8.291856995,0.9156459045,4.205205231,9.342218734
2242,1,Sitting,22.40800613,-8.409212952,1.091829529,4.289180603,9.502842966
2243,1,Sitting,22.41797813,-8.692723389,1.347048798,4.390370178,9.831242581
2244,1,Sitting,22.42795113,-8.628057861,0.98989151,4.615651703,9.835014403
2245,1,Sitting,22.43792313,-8.744665375,0.8834628296,4.948110352,10.08630136
2246,1,Sitting,22.44789613,-8.905431061,0.999022522,5.035977631,10.27938807
2247,1,Sitting,22.45786813,-8.970845032,1.041683807,4.769531708,10.21320706
2248,1,Sitting,22.46784113,-8.966953125,1.016087036,4.428391113,10.05232953
2249,1,Sitting,22.47781313,-8.952433319,1.056952057,4.228856049,9.95723021
2250,1,Sitting,22.48778513,-8.909622345,1.116528168,4.209845581,9.917197452
2251,1,Sitting,22.49775813,-8.849447479,1.121617584,4.352798309,9.925603247
2252,1,Sitting,22.50773013,-8.74750946,1.065484314,4.555476837,9.920007449
2253,1,Sitting,22.51770313,-8.635841675,0.9999206543,4.775818634,9.918974058
2254,1,Sitting,22.52767513,-8.485554199,0.8996292114,4.877157898,9.828562049
2255,1,Sitting,22.53764813,-8.316555634,0.7209008789,4.702920227,9.581349297
2256,1,Sitting,22.54762013,-8.325087891,0.6402186584,4.535568237,9.502018078
2257,1,Sitting,22.55759313,-8.473878479,0.6548881531,4.616849213,9.672165819
2258,1,Sitting,22.56756513,-8.67386261,0.65758255,4.795876923,9.933214124
2259,1,Sitting,22.57753713,-8.934470673,0.6764433289,4.898114319,10.21145757
2260,1,Sitting,22.58751013,-9.047934723,0.6339317322,4.901108093,10.30960003
2261,1,Sitting,22.59748213,-8.986412659,0.5786965942,4.86173996,10.23362192
2262,1,Sitting,22.60745513,-8.812324677,0.6210585022,4.875211945,10.09011751
2263,1,Sitting,22.61742713,-8.642577667,0.7710466003,4.831353149,9.931295729
2264,1,Sitting,22.62740013,-8.506660309,0.8354127502,4.748425598,9.777971657
2265,1,Sitting,22.63737213,-8.42463089,0.7851173401,4.535568237,9.600114276
2266,1,Sitting,22.64734513,-8.348289642,0.6899153137,4.291276245,9.411959143
2267,1,Sitting,22.65731713,-8.373886414,0.7438032532,4.295467529,9.440670434
2268,1,Sitting,22.66728913,-8.507259064,0.9413923645,4.497397614,9.668829384
2269,1,Sitting,22.67726213,-8.614286499,0.9530680847,4.560715942,9.793589769
2270,1,Sitting,22.68723413,-8.752898254,0.8720864868,4.575535126,9.915103851
2271,1,Sitting,22.69720713,-8.813971252,0.8421487427,4.458927612,9.913492785
2272,1,Sitting,22.70717913,-8.703351288,0.8659492493,4.339925079,9.763869184
2273,1,Sitting,22.71715213,-8.513096924,0.902024231,4.475692749,9.660139364
2274,1,Sitting,22.72712413,-8.342302094,0.9201365662,4.791086884,9.664117603
2275,1,Sitting,22.73709713,-8.162675629,0.8384065247,4.951253815,9.58368996
2276,1,Sitting,22.74706913,-8.015830994,0.6914122009,4.835544434,9.386910425
2277,1,Sitting,22.75704113,-8.153843994,0.726738739,4.58676178,9.383586985
2278,1,Sitting,22.76701413,-8.446036377,0.9183403015,4.528682556,9.627452679
2279,1,Sitting,22.77698613,-8.648864594,1.026415558,4.455335083,9.782964702
2280,1,Sitting,22.78695913,-8.770112457,1.101409607,4.332440643,9.843679066
2281,1,Sitting,22.79693113,-8.781039734,1.087488556,4.273762665,9.826206668
2282,1,Sitting,22.80690413,-8.738827515,1.025367737,4.331392822,9.80711217
2283,1,Sitting,22.81687613,-8.667276306,0.9868977356,4.490212555,9.811098537
2284,1,Sitting,22.82684913,-8.565787354,0.9116043091,4.622387695,9.776001402
2285,1,Sitting,22.83682113,-8.475674744,0.8631051636,4.633913727,9.698204437
2286,1,Sitting,22.84679413,-8.420888672,0.806073761,4.52703598,9.594538848
2287,1,Sitting,22.85676613,-8.41295517,0.7692503357,4.539460144,9.59042539
2288,1,Sitting,22.86673813,-8.475075989,0.7039860535,4.619244232,9.67780588
2289,1,Sitting,22.87671113,-8.614436188,0.6086343384,4.679419098,9.822215111
2290,1,Sitting,22.88668313,-8.798403625,0.5090913391,4.748874664,10.01113834
2291,1,Sitting,22.89665613,-8.90198822,0.463585968,4.829856262,10.13843271
2292,1,Sitting,22.90662813,-8.922046509,0.5843847656,4.856500854,10.17497027
2293,1,Sitting,22.91660113,-8.914711761,0.7322772217,4.759801941,10.132326
2294,1,Sitting,22.92657313,-8.949589233,0.8728349304,4.683011627,10.13842129
2295,1,Sitting,22.93654513,-8.993148651,0.9792636108,4.748874664,10.21701965
2296,1,Sitting,22.94651813,-8.877139893,0.6869215393,4.858596497,10.14304855
2297,1,Sitting,22.95649013,-8.799301758,0.5465135193,4.971461792,10.12135469
2298,1,Sitting,22.96646313,-8.822353821,0.6753955078,4.985981598,10.1562837
2299,1,Sitting,22.97643513,-8.773106232,0.7059320068,4.918771362,10.08266059
2300,1,Sitting,22.98640813,-8.712781677,0.7848179626,4.818479919,9.987304567
2301,1,Sitting,22.99638013,-8.641230469,0.843046875,4.570595398,9.811826249
2302,1,Sitting,23.00635313,-8.596174164,0.8363108826,4.327201538,9.660139714
2303,1,Sitting,23.01632513,-8.541238403,0.7244934082,4.221970367,9.555243479
2304,1,Sitting,23.02629713,-8.561296692,0.9101074219,4.39366333,9.665835402
2305,1,Sitting,23.03627013,-8.559650116,0.9912387085,4.571792908,9.754560712
2306,1,Sitting,23.04624213,-8.437055054,0.9693841553,4.651876373,9.683158442
2307,1,Sitting,23.05621513,-8.239316254,0.8333171082,4.572840729,9.460001166
2308,1,Sitting,23.06618713,-8.164172516,0.7062313843,4.369713135,9.286919216
2309,1,Sitting,23.07616013,-8.221503296,0.6075865173,4.343667297,9.318246799
2310,1,Sitting,23.08613213,-8.283624115,0.5158273315,4.628375244,9.502966048
2311,1,Sitting,23.09610513,-8.441695404,0.4562512207,4.980742493,9.81214463
2312,1,Sitting,23.10607713,-8.601113892,0.4171824646,5.247188416,10.08395694
2313,1,Sitting,23.11605013,-8.562793579,0.3158432007,5.367987213,10.11120554
2314,1,Sitting,23.12602213,-8.567284241,0.4323010254,5.033432922,9.945888116
2315,1,Sitting,23.13599413,-8.577762451,0.5478607178,4.818030853,9.853506043
2316,1,Sitting,23.14596713,-8.333919525,0.3849993896,4.889432373,9.670004556
2317,1,Sitting,23.15593913,-8.27598999,0.5453160095,4.989574127,9.679113071
2318,1,Sitting,23.16591213,-8.318800964,0.7740403748,4.990621948,9.731798159
2319,1,Sitting,23.17588413,-8.434360657,0.9222322083,4.944218445,9.820094091
2320,1,Sitting,23.18585713,-8.541388092,0.9812095642,4.811893616,9.852532817
2321,1,Sitting,23.19582913,-8.59782074,1.003363495,4.557572479,9.782674822
2322,1,Sitting,23.20580213,-8.65979187,1.034798126,4.288282471,9.718650572
2323,1,Sitting,23.21577413,-8.680748291,1.026415558,4.305346985,9.74396903
2324,1,Sitting,23.22574613,-8.678053894,1.055305481,4.592449951,9.874861295
2325,1,Sitting,23.23571913,-8.67146759,0.978664856,4.868026886,9.99248822
2326,1,Sitting,23.24569113,-8.619076538,0.7940986633,4.964426422,9.97820639
2327,1,Sitting,23.25566413,-8.523126068,0.6560856628,4.893174591,9.849735222
2328,1,Sitting,23.26563613,-8.414601746,0.6216572571,4.798271942,9.706461452
2329,1,Sitting,23.27560913,-8.344397736,0.6405180359,4.875361633,9.685473039
2330,1,Sitting,23.28558113,-8.372389526,0.6424639893,4.990621948,9.768110042
2331,1,Sitting,23.29555413,-8.427325287,0.5629792786,5.048252106,9.839797075
2332,1,Sitting,23.30552613,-8.442743225,0.5483097839,5.007387085,9.831301145
2333,1,Sitting,23.31549813,-8.415948944,0.5230123901,4.898413696,9.751727813
2334,1,Sitting,23.32547113,-8.385113068,0.5578898621,4.878505096,9.717055842
2335,1,Sitting,23.33544313,-8.375982056,0.6271957397,4.8559021,9.702073752
2336,1,Sitting,23.34541613,-8.399632874,0.6189628601,4.722529449,9.656046387
2337,1,Sitting,23.35538813,-8.487949219,0.6152206421,4.689897308,9.716939597
2338,1,Sitting,23.36536113,-8.594078522,0.6292913818,4.753215637,9.841100151
2339,1,Sitting,23.37533313,-8.637488251,0.6246510315,4.769531708,9.886598247
2340,1,Sitting,23.38530613,-8.658444672,0.5911207581,4.725523224,9.881733533
2341,1,Sitting,23.39527813,-8.707991638,0.5894741821,4.682861938,9.904836905
2342,1,Sitting,23.40525004,-8.751850433,0.5969586182,4.739593964,9.970706923
2343,1,Sitting,23.41522304,-8.770112457,0.6008505249,4.830754395,10.03055741
2344,1,Sitting,23.42519504,-8.763526154,0.5905220032,4.803960114,10.0113006
2345,1,Sitting,23.43516804,-8.717871094,0.5968089294,4.76578949,9.953401769
2346,1,Sitting,23.44514004,-8.656498718,0.5752537537,4.678820343,9.856837563
2347,1,Sitting,23.45511304,-8.625513153,0.5565426636,4.617298279,9.799421426
2348,1,Sitting,23.46508504,-8.607400818,0.613125,4.630919952,9.793298255
2349,1,Sitting,23.47505804,-8.627608795,0.6921606445,4.661905518,9.830975686
2350,1,Sitting,23.48503004,-8.642877045,0.7408094788,4.701573029,9.866757889
2351,1,Sitting,23.49500204,-8.60126358,0.7087760925,4.659959564,9.808125298
2352,1,Sitting,23.50497504,-8.577313385,0.6221063232,4.605622559,9.755464127
2353,1,Sitting,23.51494704,-8.552465057,0.563278656,4.569547577,9.713017372
2354,1,Sitting,23.52492004,-8.54513031,0.5487588501,4.653972015,9.745760299
2355,1,Sitting,23.53489204,-8.599916382,0.5442681885,4.760251007,9.844530425
2356,1,Sitting,23.54486504,-8.732690277,0.5361849976,4.747377777,9.954143338
2357,1,Sitting,23.55483704,-8.857830048,0.5421725464,4.665348358,10.02599519
2358,1,Sitting,23.56481004,-8.919651489,0.5722599792,4.594395905,10.04968347
2359,1,Sitting,23.57478204,-8.897946625,0.5956114197,4.530927887,10.00287532
2360,1,Sitting,23.58475404,-8.816965027,0.567020874,4.51655777,9.922685072
