"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.564305729E1,1.222956848E-1,5.419180756E0,8.178692322E0,9.811905238E0
2.565303029E1,2.142045593E-1,5.396278381E0,7.925868073E0,9.590885708E0
2.566300329E1,2.389031982E-1,5.354215851E0,7.702382813E0,9.383570914E0
2.567297629E1,2.163002014E-1,5.360203400E0,7.648794250E0,9.342516778E0
2.568294929E1,2.552192688E-1,5.472170563E0,7.779472504E0,9.514724377E0
2.569292129E1,2.341131592E-1,5.550008698E0,7.923772430E0,9.676961044E0
2.570289429E1,1.983375549E-1,5.514532471E0,7.884254608E0,9.623454519E0
2.571286729E1,2.157014465E-1,5.481750641E0,7.941286011E0,9.651950099E0
2.572284029E1,1.372645569E-1,5.448669434E0,7.991880798E0,9.673520499E0
2.573281329E1,7.469467163E-2,5.376070404E0,7.958200836E0,9.604200791E0
2.574278529E1,1.273851013E-1,5.381908264E0,7.975265350E0,9.622163007E0
2.575275829E1,1.633103943E-1,5.400319977E0,8.073610840E0,9.714593050E0
2.576273129E1,1.161584473E-1,5.312303009E0,8.030500488E0,9.629277966E0
2.577270429E1,1.541793823E-2,5.345234528E0,8.101902008E0,9.706316810E0
2.578267629E1,3.143463135E-3,5.378764801E0,8.106392670E0,9.728551936E0
2.579264929E1,8.906478882E-2,5.288652191E0,7.949369202E0,9.548311120E0
2.580262229E1,1.800755310E-1,5.212310944E0,7.884853363E0,9.453651418E0
2.581259529E1,1.420545959E-1,5.146597595E0,7.766150208E0,9.317764504E0
2.582256829E1,1.716929626E-1,5.135071564E0,7.770191803E0,9.315273431E0
2.583254029E1,1.451980591E-1,5.130580902E0,7.957602081E0,9.469285810E0
2.584251329E1,-1.203497314E-1,5.143154755E0,8.517737274E0,9.950797614E0
2.585248629E1,-5.285508728E-1,5.380411377E0,9.333540802E0,1.078624942E1
2.586245929E1,-5.397775269E-1,5.463039551E0,9.192384338E0,1.070682449E1
2.587243129E1,-3.143463135E-1,5.291346588E0,8.504265289E0,1.002096255E1
2.588240429E1,-1.460961914E-1,5.216202850E0,8.054899750E0,9.597474994E0
2.589237729E1,-4.116439819E-2,5.252876587E0,7.946225739E0,9.525592393E0
2.590235029E1,-7.454498291E-2,5.237009583E0,7.930658112E0,9.504060417E0
2.591232229E1,-1.025367737E-1,5.238955536E0,7.996820526E0,9.560664591E0
2.592229529E1,-1.525328064E-1,5.281616821E0,8.186326447E0,9.743443087E0
2.593226829E1,-2.125579834E-1,5.209017792E0,8.167315979E0,9.689380659E0
2.594224129E1,-2.591111755E-1,5.066214752E0,8.037535858E0,9.504506993E0
2.595221429E1,-2.174977112E-1,5.030139771E0,8.002508698E0,9.454615636E0
2.596218629E1,-2.507286072E-1,5.158872070E0,8.016280060E0,9.536119330E0
2.597215929E1,-2.848576355E-1,5.241949310E0,8.079448700E0,9.635178656E0
2.598213229E1,-1.320254517E-1,5.152136078E0,8.042924652E0,9.552516624E0
2.599210529E1,-5.059478760E-2,4.986131287E0,8.145910492E0,9.550912144E0
2.600207729E1,-7.873626709E-2,4.963827667E0,8.537496185E0,9.875962010E0
2.601205029E1,-1.471440125E-1,5.062921600E0,8.830886078E0,1.018034260E1
2.602202329E1,-2.209405518E-1,5.197940826E0,8.852441254E0,1.026806309E1
2.603199629E1,-7.379653931E-2,5.281467133E0,8.376281433E0,9.902597217E0
2.604196929E1,1.742376709E-1,5.264252930E0,7.755821686E0,9.375259340E0
2.605194129E1,1.764830017E-1,5.059179382E0,7.712861023E0,9.225761076E0
2.606191429E1,2.844085693E-3,4.937781830E0,8.348289642E0,9.699259634E0
2.607188729E1,-4.472698975E-1,5.027445374E0,8.821306000E0,1.016320308E1
2.608186029E1,-1.021924896E0,5.245092773E0,9.348509674E0,1.076800640E1
2.609183229E1,-1.354682922E0,5.435796204E0,9.698332214E0,1.120003098E1
2.610180529E1,-1.310075684E0,5.343887329E0,8.956325226E0,1.051138391E1
2.611177829E1,-9.042695618E-1,5.178481293E0,8.312514038E0,9.835256050E0
2.612175129E1,-4.442761230E-1,4.985083466E0,7.675139465E0,9.162761824E0
2.613172429E1,-1.859133911E-1,4.771178284E0,7.162006531E0,8.607731615E0
2.614169629E1,1.493893433E-1,4.683460693E0,7.098239136E0,8.505417101E0
2.615166929E1,3.534150696E-1,4.830604706E0,7.532186737E0,8.955081299E0
2.616164229E1,2.365081787E-1,5.176984406E0,8.274792480E0,9.763672170E0
2.617161529E1,-1.451980591E-2,5.376369781E0,8.730744324E0,1.025336332E1
2.618158729E1,-2.471360779E-1,5.278772736E0,8.745114441E0,1.021780526E1
2.619156029E1,-8.011340332E-1,5.262306976E0,9.026080170E0,1.047873149E1
2.620153329E1,-1.046024780E0,5.318440247E0,8.472531281E0,1.005801973E1
2.621150629E1,-9.346563721E-1,5.219196625E0,7.784262543E0,9.418510460E0
2.622147829E1,-9.008267212E-1,4.942122803E0,7.516020355E0,9.040278124E0
2.623144592E1,-6.038442993E-1,4.569098511E0,7.309000854E0,8.640762850E0
2.624141892E1,-3.344046021E-1,4.354295197E0,7.466024323E0,8.649464277E0
2.625139192E1,-3.266207886E-1,4.401896210E0,8.161777496E0,9.278899896E0
2.626136492E1,-6.120771790E-1,4.706812134E0,8.790470123E0,9.990049245E0
2.627133692E1,-9.348060608E-1,5.007686462E0,9.219777374E0,1.053352177E1
2.628130992E1,-8.177494812E-1,5.194797363E0,9.208700409E0,1.060447062E1
2.629128292E1,-2.537223816E-1,5.170697479E0,8.621321869E0,1.005622584E1
2.630125592E1,-5.673202515E-2,4.812342682E0,8.380173340E0,9.663807004E0
2.631122792E1,-2.035766602E-1,4.340823212E0,8.641380157E0,9.672519870E0
2.632120092E1,-2.288740540E-1,3.953428802E0,9.612111511E0,1.039589680E1
2.633117392E1,-2.248324585E-1,4.218377838E0,1.054152878E1,1.135645588E1
2.634114692E1,-3.408412170E-1,5.122946777E0,1.045695465E1,1.164940586E1
2.635111892E1,-6.942562866E-1,5.482349396E0,9.527387695E0,1.101404844E1
2.636109192E1,-8.460406494E-1,5.927373962E0,7.792196045E0,9.826895037E0
2.637106492E1,-1.063538361E0,5.692063293E0,6.856641541E0,8.974643814E0
2.638103792E1,-7.330256653E-1,4.704117737E0,7.146588593E0,8.587186898E0
2.639101092E1,2.398013306E-1,4.405189362E0,7.235204315E0,8.474159514E0
2.640098292E1,1.013542328E0,4.222718811E0,7.796387329E0,8.924252215E0
2.641095592E1,6.740483093E-1,4.351002045E0,8.450077972E0,9.528346008E0
2.642092892E1,-5.671705627E-1,4.763843536E0,9.009015656E0,1.020677475E1
2.643090192E1,-1.939067688E0,5.342540131E0,8.511749725E0,1.023487186E1
2.644087392E1,-2.447260895E0,6.057603149E0,7.772736511E0,1.015377145E1
2.645084692E1,-1.849853210E0,6.514004059E0,7.856113129E0,1.037172692E1
2.646081992E1,-7.614665222E-1,5.918392639E0,8.009693756E0,9.988112773E0
2.647079292E1,7.155120850E-2,4.634213104E0,7.899522858E0,9.158794247E0
2.648076592E1,4.143383789E-1,3.803440704E0,7.879165192E0,8.758942950E0
2.649073792E1,1.799258423E-1,3.972738647E0,8.452622681E0,9.341405454E0
2.650071092E1,-6.939569092E-1,4.563410339E0,9.208700409E0,1.030079867E1
2.651068392E1,-2.109712830E0,5.389991455E0,1.001746857E1,1.156946726E1
2.652065692E1,-3.481759644E0,7.106771393E0,1.102637054E1,1.357238731E1
2.653062892E1,-4.281845856E0,8.072712708E0,9.774823151E0,1.338095893E1
2.654060192E1,-4.252207489E0,7.238497467E0,8.029302979E0,1.161666133E1
2.655057492E1,-2.637664948E0,6.244564362E0,6.747967529E0,9.564879833E0
2.656054792E1,-8.204438782E-1,5.687273254E0,7.148235168E0,9.171448700E0
2.657051992E1,1.499880981E-1,5.654192047E0,8.021968231E0,9.815516208E0
2.658049292E1,4.138893127E-1,6.194119263E0,8.124055939E0,1.022441699E1
2.659046592E1,1.068777466E-1,6.797514496E0,7.983198853E0,1.048566117E1
2.660043892E1,-5.028044128E-1,7.535928955E0,7.771539001E0,1.083696710E1
2.661041092E1,-1.293460236E0,8.177045746E0,7.151228943E0,1.093970712E1
2.662038392E1,-1.736389160E0,8.681945801E0,6.164480896E0,1.078851495E1
2.663035692E1,5.239105225E-3,9.510772247E0,5.817652130E0,1.114898616E1
2.664032992E1,-5.321434021E-1,9.689949646E0,5.489983521E0,1.114980806E1
2.665030292E1,-7.568261719E-1,1.036429733E1,4.525988159E0,1.133472602E1
2.666027492E1,-5.770500183E-1,1.027208908E1,4.238436127E0,1.112713537E1
2.667024792E1,-1.428030396E-1,9.834698639E0,3.535198517E0,1.045176151E1
2.668022092E1,2.944377136E-1,9.066945190E0,2.632874908E0,9.446068967E0
2.669019392E1,8.744815063E-1,8.080047455E0,1.600172424E0,8.283262435E0
2.670016592E1,1.671274567E0,8.112230530E0,5.176235962E-1,8.298757560E0
2.671013892E1,1.744472351E0,8.805139618E0,-1.215472412E-1,8.977106505E0
2.672011192E1,1.342109070E0,9.613608398E0,-9.731263733E-1,9.755495791E0
2.673008492E1,1.082698517E0,9.889484711E0,-1.215322723E0,1.002253228E1
2.674005692E1,1.058748322E0,8.824000397E0,-1.164129181E0,8.963209680E0
2.675002992E1,8.969348145E-1,8.136330414E0,-1.713037720E0,8.362945826E0
2.676000292E1,8.319699097E-1,8.077802124E0,-2.387086029E0,8.464114886E0
2.676997592E1,9.352551270E-1,7.323670349E0,-3.079096985E0,7.999480469E0
2.677994892E1,1.248403931E0,5.729335785E0,-3.672463074E0,6.918871724E0
2.678992092E1,1.585802307E0,3.456911316E0,-3.859124908E0,5.418288462E0
2.679989392E1,2.571801910E0,1.897304535E0,-2.821333008E0,4.263079815E0
2.680986692E1,3.905229034E0,7.818241882E-1,-8.981323242E-2,3.983733085E0
2.681983992E1,4.533472595E0,1.579216003E-1,3.056344299E0,5.469785506E0
2.682981192E1,3.749702454E0,6.779402161E-1,5.986650696E0,7.096467993E0
2.683978492E1,1.875599670E0,1.814077606E0,7.978708191E0,8.394553954E0
2.684975792E1,1.981878662E-1,2.743943939E0,9.356592865E0,9.752657936E0
2.685973092E1,1.803749084E-1,3.146756287E0,1.094224548E1,1.138715708E1
2.686970292E1,1.132245483E0,2.837349701E0,1.312036606E1,1.347132283E1
2.687967592E1,2.404599609E0,2.172282715E0,1.506572067E1,1.541028393E1
2.688964892E1,2.587818604E0,2.165696411E0,1.776206360E1,1.807976630E1
2.689962192E1,1.202000427E0,3.306174774E0,1.975711487E1,2.006786447E1
2.690959392E1,-2.820135498E-1,4.885241089E0,1.971939331E1,2.031746994E1
2.691956692E1,-7.696994019E-1,5.909261627E0,1.897529068E1,1.988902880E1
2.692953992E1,-8.173004150E-2,6.612948303E0,1.803240143E1,1.920690674E1
2.693951292E1,1.057999878E0,6.325545959E0,1.638672363E1,1.759706245E1
2.694948492E1,1.480122070E0,5.960006104E0,1.492680954E1,1.614069630E1
2.695945792E1,1.442550201E0,5.677543488E0,1.430919388E1,1.546183950E1
2.696943092E1,1.331780548E0,5.678591309E0,1.503174133E1,1.612368711E1
2.697940392E1,7.229965210E-1,6.116879883E0,1.601354965E1,1.715729337E1
2.698937692E1,-3.248245239E-1,5.880222015E0,1.600741241E1,1.705637049E1
2.699934892E1,-1.014739838E0,5.429509277E0,1.409843216E1,1.514183137E1
2.700932192E1,-8.506809998E-1,4.684358826E0,1.150881729E1,1.245470799E1
2.701929492E1,1.172062683E-1,3.851640472E0,9.339977417E0,1.010366517E1
2.702926792E1,1.655706940E0,3.414100342E0,8.098309479E0,8.943157330E0
2.703923992E1,2.926713867E0,3.586392059E0,7.641758881E0,8.934446869E0
2.704921292E1,3.706741791E0,4.058659973E0,7.815098419E0,9.554497307E0
2.705918592E1,4.394860840E0,4.579277344E0,9.311237183E0,1.126870537E1
2.706915892E1,4.737947388E0,5.092260590E0,1.141286682E1,1.336535792E1
2.707913092E1,4.581672363E0,4.860991516E0,1.318563034E1,1.478113012E1
2.708910392E1,4.142934723E0,4.167184296E0,1.404948395E1,1.522883227E1
2.709907692E1,3.424279175E0,3.487747192E0,1.423120605E1,1.504716897E1
2.710904992E1,2.546953583E0,2.626288605E0,1.445214661E1,1.490801482E1
2.711902192E1,1.742975464E0,2.367027740E0,1.415995422E1,1.446184938E1
2.712899492E1,1.017134857E0,1.969155121E0,1.422671539E1,1.439831817E1
2.713896792E1,5.556445312E-1,2.048340454E0,1.453642136E1,1.469054067E1
2.714894092E1,3.326083374E-1,2.743345184E0,1.507275604E1,1.532398596E1
2.715891292E1,4.984634399E-1,3.153342590E0,1.596924179E1,1.628523008E1
2.716888592E1,9.611512756E-1,3.042423248E0,1.642923523E1,1.673618598E1
2.717885892E1,1.620230713E0,2.389331360E0,1.699416046E1,1.723761995E1
2.718883192E1,2.204016724E0,1.572330322E0,1.797641785E1,1.817915045E1
2.719880492E1,2.394720154E0,7.854167175E-1,1.911030991E1,1.927577518E1
2.720877692E1,2.012864227E0,1.013392639E-1,1.985650818E1,1.995852723E1
2.721874992E1,1.317560120E0,4.984634399E-1,2.001577698E1,2.006528740E1
2.722872292E1,1.047521667E0,1.596729584E0,2.022818527E1,2.031812802E1
2.723869492E1,1.298100586E0,2.519261169E0,2.036664734E1,2.056288078E1
2.724866692E1,1.625918884E0,2.393971710E0,1.969469467E1,1.990617269E1
2.725863992E1,1.727108459E0,1.278641052E0,1.874297379E1,1.886575980E1
2.726861292E1,1.250798950E0,8.175997925E-1,1.786879166E1,1.793116512E1
2.727858592E1,1.308878174E0,3.264710999E-1,1.859059067E1,1.863946906E1
2.728855792E1,1.260079651E0,6.128256226E-1,1.925700485E1,1.930791526E1
2.729853092E1,7.149133301E-1,2.326162720E0,1.918231018E1,1.933605849E1
2.730850392E1,3.727249146E-1,3.554358673E0,1.870405472E1,1.904242769E1
2.731847692E1,7.728428650E-1,4.544250183E0,1.686482941E1,1.748341977E1
2.732844892E1,2.357747040E0,5.266797638E0,1.338067474E1,1.457191082E1
2.733842192E1,4.720733185E0,4.028273163E0,9.298663330E0,1.117933121E1
2.734839492E1,6.166426849E0,1.694626007E0,4.671036530E0,7.919290350E0
2.735836792E1,5.436993713E0,6.547384644E-1,-8.409512329E-1,5.540467676E0
2.736834092E1,3.034190369E0,1.983225861E0,-7.038663025E0,7.917213726E0
2.737831292E1,1.380130005E0,4.215683441E0,-1.180310532E1,1.260912530E1
2.738828592E1,8.681945801E-2,5.543422394E0,-1.285017792E1,1.399514709E1
2.739825892E1,-1.530417480E0,7.152426453E0,-1.487860977E1,1.657927654E1
2.740823092E1,-2.014211426E0,9.948761444E0,-1.226175156E1,1.591808573E1
2.741820392E1,-1.404080200E0,1.204245758E1,-9.627679138E0,1.548174510E1
2.742817692E1,9.391470337E-1,1.290137146E1,-6.974296875E0,1.469585655E1
2.743814992E1,3.532055054E0,1.286814056E1,-5.800587616E0,1.455030141E1
2.744812292E1,5.802234192E0,1.138412659E1,-4.764142914E0,1.363676345E1
2.745809492E1,7.583829346E0,9.513466644E0,-4.061204681E0,1.282629715E1
2.746806792E1,7.935747528E0,8.375982056E0,-4.117337952E0,1.225094429E1
2.747804092E1,6.507417755E0,7.724087677E0,-5.129533081E0,1.132784736E1
2.748801392E1,4.675676880E0,8.105943604E0,-6.097270660E0,1.116892947E1
2.749798592E1,3.189118195E0,9.248667297E0,-6.150559845E0,1.155585168E1
2.750795892E1,1.791175232E0,9.512119446E0,-4.913083191E0,1.085481974E1
2.751793192E1,1.480571136E0,9.517059174E0,-2.409838715E0,9.928435367E0
2.752790492E1,1.775008850E0,8.776249695E0,3.667373657E-2,8.954024798E0
2.753787692E1,1.926344147E0,7.804320831E0,2.252665558E0,8.348217027E0
2.754784992E1,1.914818115E0,7.206164703E0,4.230951691E0,8.572997746E0
2.755782292E1,2.042203217E0,6.938371582E0,5.964796143E0,9.374987318E0
2.756779592E1,1.740430756E0,6.866820374E0,7.238198090E0,1.012787405E1
2.757776792E1,1.161434784E0,7.323370972E0,7.616012421E0,1.062940912E1
2.758774092E1,7.905061340E-1,7.776628418E0,7.917784882E0,1.112619283E1
2.759771392E1,5.773493958E-1,7.860603790E0,8.135432281E0,1.132729812E1
2.760768692E1,4.561015320E-1,8.157436523E0,8.026458893E0,1.145320224E1
2.761765892E1,4.837939453E-1,8.335416412E0,7.853269043E0,1.146241938E1
2.762763192E1,6.312373352E-1,8.049660645E0,7.516619110E0,1.103154839E1
2.763760492E1,7.888595581E-1,7.644004211E0,7.096143494E0,1.045984475E1
2.764757792E1,1.096769257E0,7.365433502E0,6.604715424E0,9.953631463E0
2.765754992E1,1.323547668E0,7.075486450E0,5.946384430E0,9.336689709E0
2.766752292E1,1.451980591E0,6.927593994E0,5.157973938E0,8.758110603E0
2.767749592E1,1.509760437E0,6.872209167E0,4.009861450E0,8.098495185E0
2.768746892E1,1.452579346E0,6.886878662E0,2.497406616E0,7.468341467E0
2.769744092E1,1.465452576E0,7.008425903E0,9.083111572E-1,7.217382770E0
2.770741392E1,1.576671295E0,7.328909454E0,-2.691403198E-1,7.501416045E0
2.771738692E1,1.886526947E0,7.561226349E0,-1.256487122E0,7.893661236E0
2.772735992E1,2.218536530E0,7.603139191E0,-1.935175781E0,8.153191718E0
2.773733192E1,2.571801910E0,7.798932037E0,-2.408192139E0,8.557855769E0
2.774730492E1,3.145259399E0,8.070766754E0,-2.977009277E0,9.159285831E0
2.775727792E1,3.785478058E0,8.106392670E0,-3.203039246E0,9.502784153E0
2.776725092E1,4.151017914E0,8.430917816E0,-2.805615692E0,9.807283230E0
2.777722292E1,4.063899078E0,9.272767181E0,-2.014959869E0,1.032276853E1
2.778719592E1,3.495980072E0,1.059242294E1,-9.783654785E-1,1.119725410E1
2.779716892E1,2.626887360E0,1.204350540E1,-6.152206421E-1,1.234200373E1
2.780714192E1,1.779649200E0,1.310180466E1,-5.054988098E-1,1.323177863E1
2.781711392E1,1.098715210E0,1.391730881E1,-4.049079895E-1,1.396648166E1
2.782708692E1,8.189469910E-1,1.354682922E1,-8.113128662E-1,1.359578923E1
2.783705992E1,1.163829803E0,1.200817886E1,-2.197729797E0,1.226298804E1
2.784703292E1,1.845362549E0,1.091125992E1,-3.526815948E0,1.161461952E1
2.785700592E1,2.984344025E0,9.535021820E0,-4.702171783E0,1.104234440E1
2.786697792E1,4.255201263E0,7.598648529E0,-5.544919281E0,1.032435601E1
2.787695092E1,4.908742218E0,6.539750519E0,-5.174140320E0,9.676560084E0
2.788692392E1,5.256618805E0,6.342909851E0,-4.045786743E0,9.177850348E0
2.789689692E1,4.621339874E0,6.701564026E0,-2.826422424E0,8.617215696E0
2.790686892E1,3.322341156E0,6.697073364E0,-8.196954346E-1,7.520681020E0
2.791684192E1,2.375410309E0,5.519921265E0,1.541494446E0,6.203894747E0
2.792681492E1,2.104174347E0,3.550167389E0,3.514092407E0,5.420339807E0
2.793678792E1,2.525847473E0,1.944306793E0,5.127736816E0,6.037708110E0
2.794675992E1,4.018244019E0,1.513502655E0,7.874075775E0,8.968725918E0
2.795673292E1,5.419929199E0,1.265019379E0,1.123758133E1,1.254030066E1
2.796670592E1,5.119953003E0,6.548881531E-1,1.425380905E1,1.515961311E1
2.797667892E1,2.457439728E0,5.165757751E-1,1.565729050E1,1.585738334E1
2.798665092E1,-1.024469604E0,1.469344482E0,1.588002731E1,1.598073148E1
2.799662392E1,-2.619402924E0,2.293081512E0,1.721076004E1,1.755932105E1
2.800659692E1,-2.633024597E0,2.001188507E0,1.822011108E1,1.851782984E1
2.801656992E1,-1.527274017E0,1.049317932E0,1.857517273E1,1.866736928E1
2.802654192E1,-8.202941895E-2,-7.244934082E-2,1.843626160E1,1.843658644E1
2.803651492E1,1.180744629E0,1.317260742E-1,1.752241196E1,1.756264304E1
2.804648792E1,2.141446838E0,1.516945496E0,1.886586823E1,1.904751695E1
2.805646092E1,6.108796692E-1,5.326822815E0,2.194960556E1,2.259498616E1
2.806643292E1,-6.083349609E-1,7.819888458E0,2.191502747E1,2.327636475E1
2.807640592E1,-4.565505981E-1,6.971153412E0,2.156385773E1,2.266727550E1
2.808637892E1,6.453080750E-1,6.028264160E0,1.967598358E1,2.058884944E1
2.809635092E1,1.620829468E0,4.869972839E0,1.706780731E1,1.782284405E1
2.810632392E1,2.199675751E0,4.650678864E0,1.431817520E1,1.521438557E1
2.811629692E1,2.444566498E0,6.108796692E0,1.176328812E1,1.347843647E1
2.812626992E1,2.959046631E0,7.097640381E0,1.039663010E1,1.293144900E1
2.813624292E1,3.665577393E0,6.958429871E0,1.070034851E1,1.327982162E1
2.814621492E1,3.641926575E0,6.624923401E0,1.164668060E1,1.388518665E1
2.815618792E1,2.780318298E0,6.201004944E0,1.199695221E1,1.378801996E1
2.816616092E1,1.997296600E0,5.916895752E0,1.189097260E1,1.343108627E1
2.817613392E1,1.734443207E0,5.411846008E0,1.161958694E1,1.293488196E1
2.818610592E1,1.947599945E0,4.803211670E0,1.042881317E1,1.164577743E1
2.819607892E1,2.493664398E0,4.012106781E0,9.018745422E0,1.018101822E1
2.820605192E1,3.174598389E0,3.915407867E0,7.848329315E0,9.327634574E0
2.821602492E1,3.865561523E0,4.276606750E0,7.202422485E0,9.225335812E0
2.822599692E1,4.646637268E0,4.301006012E0,7.554190979E0,9.856758695E0
2.823597017E1,5.109474792E0,4.359085236E0,8.712482300E0,1.100071382E1
2.824594317E1,4.962480469E0,4.959037628E0,9.999655609E0,1.221521096E1
2.825591617E1,4.384831696E0,5.635331268E0,1.144624741E1,1.349074821E1
2.826588817E1,3.822900238E0,5.731132050E0,1.242835510E1,1.421001236E1
2.827586117E1,3.300037537E0,5.240153046E0,1.293550049E1,1.434143035E1
2.828583417E1,2.877466278E0,4.836442566E0,1.328846649E1,1.443101973E1
2.829580717E1,2.451302490E0,4.800966339E0,1.333472031E1,1.438307781E1
2.830577917E1,2.126627655E0,4.985233154E0,1.371747437E1,1.474937957E1
2.831575217E1,2.118544464E0,5.431904297E0,1.510284348E1,1.618918454E1
2.832572517E1,2.340682526E0,5.773194580E0,1.687800201E1,1.799098447E1
2.833569817E1,2.514770508E0,5.591921539E0,1.848371292E1,1.947411874E1
2.834567017E1,2.634820862E0,4.796026611E0,1.976654526E1,2.051000887E1
2.835564317E1,2.696193237E0,3.810775452E0,2.112227600E1,2.163196734E1
2.836561617E1,2.579885101E0,3.324586487E0,2.200079910E1,2.239963936E1
2.837558917E1,2.515219574E0,3.403921509E0,2.289159668E1,2.327956636E1
2.838556117E1,2.193089447E0,3.229983215E0,2.348975281E1,2.381199109E1
2.839553417E1,1.500330048E0,3.317102051E0,2.280657349E1,2.309532313E1
2.840550717E1,1.348845062E0,3.830384674E0,2.186548050E1,2.223938999E1
2.841547917E1,1.902693329E0,3.338208160E0,2.130205215E1,2.164581488E1
2.842545217E1,2.897524567E0,1.945204926E0,2.089355164E1,2.118301137E1
2.843542517E1,3.773203583E0,6.394702148E-1,1.998015106E1,2.034336314E1
2.844539817E1,3.843557281E0,7.933502197E-3,1.992431717E1,2.029165864E1
2.845537017E1,3.599414978E0,1.032852173E-1,2.024120819E1,2.055901177E1
2.846534317E1,2.831811218E0,6.108796692E-1,1.954979599E1,1.976327028E1
2.847531617E1,1.886676636E0,1.074016571E0,1.728395782E1,1.741976631E1
2.848528917E1,9.816586304E-1,1.853146362E0,1.364592316E1,1.380612270E1
2.849526117E1,6.521937561E-1,2.822680206E0,9.161698151E0,9.608828922E0
2.850523417E1,7.893086243E-1,2.843936005E0,4.392166443E0,5.291701632E0
2.851520717E1,1.725312195E0,2.634521484E0,-6.099815369E-1,3.207722416E0
